SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,FirstDuty-第一责任人,Fund-基金,Year-年,Volume-卷,Period-期,PageCount-页码,CLC-中图分类号,ISSN-国际标准刊号,URL-网址,DOI-DOI
期刊,《C语言程序设计》教学改革实践与探索,李龙淼;,海南工商职业学院信息工程系;,海南广播电视大学学报,C语言;;教学改革;;教学模式;;教学手段,"《C语言程序设计》是目前各高校信息工程类专业普遍开设的一门课程,它具有内容多、理论与实践结合紧密的特点,是一门难教且难学的基础课程。通过教学现状和学情分析,从教学模式、教学方法、教学手段等方面进行了改革实践,在教学实施过程中收到了良好效果,为C语言教学改革提供了有益经验。",2012-06-28,李龙淼;,,2012,13,02,138-142+156,TP312.1-4,1009-9743,,10.13803/j.cnki.issn1009-9743.2012.02.024
期刊,"适应能力培养,构建数控实习教学新模式",杨光;,浙江省宁波大红鹰学院;,新课程(中旬),能力培养;;实践应用;;数控实习;;教学改革,"通过分析数控实习实践教学的现状,针对现行教学模式存在的一些问题,提出从应用型人才的特点出发,以强化学生工程素质和能力培养为主线的一种数控实习教学改革方案。",2012-06-18,杨光;,,2012,,06,87,TG659-4;G642,1673-2162,,
期刊,"以程序设计能力培养为目标,推进C语言课程教学改革",王静;,安康学院;,考试周刊,电子信息类专业;;C语言程序设计;;教学改革,"C语言程序设计是专业基础课,笔者结合安康学院的实际情况,以及自身的教学体会,探索目前针对电子信息类专业学生,进行以程序设计能力为培养目标的教学方法,近年的实际教学成果表明这些手段是有效的。",2012-05-29,王静;,2010安康学院教学改革立项项目(Jg03217),2012,,43,12-13,TP312.1-4,1673-8918,,
期刊,中职编程教学培养学生能力策略谈,邓洪斌;,江西省商务学校;,电脑编程技巧与维护,中职教育;;编程教学;;能力,"从学生学习计算机编程时能力的重要性出发,介绍了教师在进行编程教学时必须注重学生几种能力的培养,并阐述了教学过程中可以采用的几种教学方法。",2012-05-18,邓洪斌;,,2012,,10,154-155,TP311.1-4;G712,1006-4052,,10.16184/j.cnki.comprg.2012.10.004
期刊,“程序设计基础”课程教学改革,马丽生;,滁州学院计算机与信息工程学院;,新乡学院学报(自然科学版),课程;;程序设计;;教学改革;;实践教学,"从教学目标、教学内容选择、教学方法以及实验教学等方面,讨论了在课程教学中培养学生的程序设计能力,提高课程教学质量的方法.",2012-05-15 14:15,马丽生;,安徽省高校优秀青年人才基金项目(2010SQRL137);安徽省高校自然科学研究项目(KJ2010B421);; 滁州学院教研项目(2009jyy028);滁州学院《操作系统》优质课程项目,2012,29,01,90-92,TP311.1-4;G642.0,1674-3326,https://kns.cnki.net/kcms/detail/41.1398.C.20120515.1415.031.html,
期刊,浅谈PLC仿真软件在PLC教学中的应用,姜坤;,新乡职业技术学院;,电子世界,PLC;;仿真软件;;PLC编程;;教学效果,"在PLC的教学过程中,要寻找到突破口,提高教学质量,可以利用PLC仿真学习软件,轻松有趣地引导学生学习PLC,取得事半功倍的教学效果。",2012-04-15,姜坤;,,2012,,07,167-169,TP391.9;TP273-4,1003-0522,,
期刊,探索高校专科C语言教学模式,曹阳;,陕西理工学院数学与计算机科学学院;,赤峰学院学报(自然科学版),C语言程序设计;;教学现状;;教学改革,"基于教学实践,分析了当前高校计算机专业""C语言程序设计""专科教育中存在的问题,从激发学生自信心、教材选择、现有教学模式、现代教学手段应用和实践教学等方面进行探讨,进而加强学生程序设计能力的培养,提高教学效果.",2012-03-10,曹阳;,陕西理工学院科研基金(SLGKY10-09),2012,28,05,225-226,TP312.1-4;G642,1673-260X,,10.13398/j.cnki.issn1673-260x.2012.05.010
期刊,“可编程控制技术”教学改革与探索,熊凤;陈乐庚;赵学军;,桂林电子科技大学电子工程与自动化学院;,中国电力教育,PLC;;教学改革;;实践教学;;实践能力,"针对""可编程控制技术""(PLC)课程体系中存在的种种弊端,阐明了进行教学改革的必要性。从教学内容、实践环节、教学方法等环节入手,对课程体系进行改革,强调以培养学生的工程实践能力和创新能力为重点的教学理念。通过近几年的探索和尝试,教学改革取得了良好的效果。",2012-03-01,熊凤;,广西壮族自治区实验示范中心专项教改项目(编号:JGS201005);; 2010年新世纪广西高等教育教改工程项目(编号:2010JGA027)的研究成果,2012,,07,49-50,TM571.61-4;G642.0,1007-0079,,
期刊,软件人才阶梯式培养中的专业基础能力教学改革——跨课程大案例C#教学改革分析与研究,崔艳春;何淼;,南京信息职业技术学院计算机与软件学院;,电子世界,C#程序设计;;阶梯式教学;;专业基础能力;;跨课程大案例,"""阶梯式教学""模式研究是针对""案例教学""、""项目式教学""、""工学结合""三种目前高职教育中普遍采用的教学手段的系统整合性研究。在软件技术专业示例性""阶梯式教学""改革中,《C#程序设计》作为阶梯式教学培养中的专业基础能力课程,在教学过程中采用跨课程大案例进行教学。此论文是对《C#程序设计》课程的教学改革进行分析和研究。",2012-02-15,崔艳春;,江苏省教育厅高校哲学社会科学研究课题(项目编号:2010SJB880024),2012,,03,159-161,TP312.1-4,1003-0522,,
期刊,程序设计类课程教学改革探索与实践,周欣欣;,东北电力大学信息工程学院;,科技信息,程序设计;;教学;;改革,"程序设计课程是计算机专业课程的重要组成部分,提升程序设计类课程教学质量对于提高学生实践能力、培养创新能力、增强其竞争力起着至关重要的作用。作者针对程序设计课程自身特点,分析了教学中存在的问题,并结合多年的教学实践与经验,提出了改革方案,经实践证明,有效地提高了教学质量。",2012-02-15,周欣欣;,,2012,,05,204,TP311.1-4,1001-9960,,
期刊,VB程序设计教学改革初探,向瑜;,四川省达州职业技术学院;,信息与电脑(理论版),VB教学;;教学改革;;教学方法,"随着计算机技术的飞速发展,传统的教学方法和教学模式已经不适用于现在的高职教育。本文针对VB在我校教学过程中产生的一些问题做了详细分析与研究,结合教学实践,探讨了教师应如何改革现有的教学模式和教学方法、更新教学理念,加强对学生程序设计能力的培养和训练。",2012-02-15,向瑜;,,2012,,04,135-136,TP311.1-4;G712,1003-9767,,
期刊,程序设计课程教学改革和探讨,孟庆云;,包头铁道职业技术学院;,中国科教创新导刊,程序设计;;教学内容;;实例;;教学手段,"在当今,各类高职院校许多专业都开设了不同的程序设计课程,程序设计课程成为考察一个人逻辑思辨能力、数学能力、计划统筹能力等多方面综合能力的一个测试点。针对目前程序设计课程教学中的问题,我们可以用以下手段予以解决:精选教学内容,注重算法和程序设计方法讲授,注重实例讲解,注重实习设计和毕业设计,更新教学手段等,以此达到培养更多有用的程序设计人才的目的。",2012-02-11,孟庆云;,,2012,,05,74,TP311.1-4,1673-9795,,
期刊,“五步教学法”在《可编程控制器》课程中的实践与探索,刘荣荣;,西安航空职业技术学院;,价值工程,五步教学法;;PLC;;能力的培养,"高等职业教育的人才培养应以能力培养为主线,在《可编程控制器技术及应用》课中采用以项目或任务为载体的""五步教学法"",可以加强对学生方法能力、专业能力和社会能力的培养。在电气自动化专业近三年的试点中,发现""五步教学法""对提高学生学习积极性、加强创新能力、团队合作精神等方面效果显著。文中从""五步教学法""的内涵、实施安排、考核评价及成效等方面进行阐述,对从事一体化教学的教师具有借鉴作用。",2012-02-08,刘荣荣;,,2012,31,04,206-207,TP273-4,1006-4311,,10.14018/j.cnki.cn13-1085/n.2012.04.196
期刊,面向应用型人才培养模式的课程教学改革,史军勇;张晓煜;,郑州航空工业管理学院计算机科学与应用系;,计算机教育,应用;;系统软件;;API;;启发—探索,"根据操作系统原理课程教学实践,用案例分析新目标下该课程的教学特点,突出基础概念、理论与实践相结合,以培养学生系统维护与管理、系统软件编程能力,探索应用""启发一探索""等教学方法激发学生的创新能力。",2012-01-25,史军勇;,,2012,,02,39-43,TP316-4,1672-5913,,10.16512/j.cnki.jsjjy.2012.02.020
期刊,程序设计系列课程教学改革实践,袁辉勇;羊四清;易叶青;,湖南人文科技学院计算机系;,电脑知识与技术,程序设计;;教学改革;;实践能力,"针对""C语言程序设计""、""数据结构""、""算法分析与设计""课程在目前教学中存在的问题进行分析,通过整合教学内容、改进教学方法、加强实践教学对这三门课程的教学进行改革。实践证明,这三门课程的结合更有利于激发学生的学习兴趣、提高学习效率、培养学生的程序设计能力。",2012-01-15,袁辉勇;,"湖南省教学改革项目资助(湘教通[2011]315号NO:408,湘教通[2008]263号NO:218);; 湖南人文科技学院教学改革研究项目(RKJGZ1018)资助",2012,8,02,366-367,TP311.1-4,1009-3044,,
期刊,提高“C语言程序设计”课程教学质量的探索与实践,侯宏霞;,内蒙古师范大学计算机与信息工程学院;,内蒙古师范大学学报(教育科学版),C语言程序设计;;教学改革;;教学模式,"""C语言程序设计""是计算机学科的一门专业基础课程,对后继课程的学习有着重要的影响,提高这门课程的教学质量对于培养学生的编程思想和实际编程能力至关重要。为此,以C语言程序设计课程教学为核心,从教学内容、教学实施、教学质量及课程考核办法等多个方面对课程改革的措施进行详细阐述,以期提高该门课程的教学质量。",2012-01-15,侯宏霞;,,2012,25,01,125-127,TP312.1-4,1671-0916,,
期刊,C语言程序设计课程教学改革研究——全国软件专业人才设计与开发大赛的启示,杨亚会;张友兵;张吴波;,湖北汽车工业学院电气与信息工程学院;湖北汽车工业学院教务处;,十堰职业技术学院学报,综合能力;;创新意识;;教学改革;;教学质量,"从全国软件专业人才设计与开发大赛对学生自学能力、实践能力、创新意识、心理素质等多方面综合能力的要求进行了分析,结合C语言程序设计课程和学生的实际情况,提出了本课程的教学改进措施,对进一步提高课程教学质量进行了有益探索。",2011-12-30,杨亚会;,湖北省教育厅千人计划项目(XD2010360);; 2011年湖北省高等学校省级教学研究项目(2011309);; 湖北汽车工业学院2011年度“质量工程”建设项目(JX20110203),2011,24,06,84-86,TP312.1-4,1008-4738,,
期刊,大学音体美专业《VB程序设计》课程教学存在的问题及对策,孙丽;耿玉菊;,衡水学院数学与计算机学院;,科技信息,音体美;;课堂教学;;教学改革,"根据目前高校音体美专业学生的现状对其学习VB课程中存在的问题做了分析,提出了采用典型事例教学、让学生有目的的上机来提高编程能力以及教师教学指导原则,实现VB程序设计教学课程的改革。",2011-12-25,孙丽;,,2011,,36,260,TP312.1-4,1001-9960,,
